Rating,Date,Content
Rating: 3.3,"Posted on July 20, 2022 by SAFSAF SAFSAF","I've been living here for over 10 years now and I must say it's a great place to stay. Extremely convenient (next to Paya Lebar interchange) and well connected.

Paya Lebar..."
Rating: 0,"Posted on July 20, 2022 by SAFSAF SAFSAF",I've been living here for over 10 years now and I must say it's a great place to stay. Extremely convenient (next to Paya Lebar interchange) and well connected.  You can go to...
Rating: 4.3,"Posted on July 20, 2022 by K Tong","These is one of rare condominiums that are not so densely packed. Its on a high ground. While it is not new, many of the facilities are renovated."
Rating: 5,"Posted on July 20, 2022 by Raahul Kumar",Newton One was constructed by Lippo group as their first ultra-premium Singapore development. The property is a rare high-rise Freehold just across from the MRT. It's also one...
Rating: 0.5,"Posted on July 20, 2022 by Melanie Lee",I am currently a tenant and the management committee and management company are anti-children. There are also neighbors here who will video your children in the pool and make...
Rating: 0,"Posted on July 19, 2022 by Kenneth Wong",Visitors not allowed to stay past 12am. Guests parked not allowed to leave condo by foot to even grab a meal.
Rating: 2.7,"Posted on July 18, 2022 by IqahFred Olsen",Lived here for 2 years. Love the space. Love the location. Supermarket & one of the best wet market. But omg... i can hear everything that my neighbour upstairs is doing. I can...
Rating: 4.2,"Posted on July 17, 2022 by Valerie Tay",I bought a unit at Park Colonial from the developer and have to say I am very satisfied with the facilities. There is an abundant of lush greenery and the landscaping is...
Rating: 4.3,"Posted on July 17, 2022 by  ","Plenty parking lots, very accessible to Canberra & Yishun MRT stations, yet shuttle services available."
Rating: 5,"Posted on July 15, 2022 by  ",This is indeed a differentiated property launch with such diverse facility. Great location and upside potential. Ideal for families with young children.
Rating: 4.3,"Posted on July 14, 2022 by  ",Cosy apartment with resort vibes. It has a decent sized pool and is well maintained. Located in a charming neighbourhood which is filled with heritage.
Rating: 4.3,"Posted on July 14, 2022 by Charles Low",Been living here since 2017. The apartment is cosy and is located in a charming neighbourhood which is rich in heritage. It has the vibes of a holiday resort and has a decent...
Rating: 0,"Posted on July 13, 2022 by Jim Xiao",Excellent place for living!
Rating: 4.2,"Posted on July 12, 2022 by Monique Fong","This apartment complex is small with only a pool and soon a small gym. But it is lovey and quiet, with the apartments being much larger than the newer condos. Great central..."
Rating: 4.3,"Posted on July 12, 2022 by Amy Lee",Great location (5min walk to Kallang MRT and less than 8min drive to city centre). Amenities are quaint (small pool and gym) but well maintained. Units have very good layout -...
Rating: 3.7,"Posted on July 11, 2022 by Runtulalo Runtulalo",Very nice place to live
Rating: 5,"Posted on July 11, 2022 by Teck Jung Wong","Quiet and peaceful neighbourhood, yet close to bars, restaurants, and amenities. Easy access to public transport to city. Walking distance to East Coast Park."
Rating: 1.3,"Posted on July 11, 2022 by - -","The development is poorly managed and common areas from floors, pool toilet, stairs etc. are filthy. The lift regularly breaks down so be prepared to use the stairs often...."
Rating: 3.5,"Posted on July  9, 2022 by Pierre Chassaing","It's an older condo from the late 80s, so it comes with the pros and cons: it doesn't look as posh as new buildings, but the units are huge and the common areas are expansive..."
Rating: 1.7,"Posted on July  8, 2022 by Dipesh Narsai",Really nothing to say. Just a building. Two units per floor. Lifts are sometimes scary to use. Spacious units. However the building has no facilities except for the lifts. Wish...
Rating: 0.7,"Posted on July  7, 2022 by Haiffa Abdul Karim","Living here is only good because of the mrt, food centres and supermarkets, they are nearby. The apartment is not worth the paying the rental. I lived on the 4th floor. Problems..."
Rating: 4.5,"Posted on July  7, 2022 by Tan Alex",Good transport links and  many nearby amenities
Rating: 5,"Posted on July  7, 2022 by Ice Water",It has a big swimming pool and comes with full condo facilities. Rare gem in yishun.
Rating: 2.7,"Posted on July  6, 2022 by Ittirat V",Good place to stay with your family and your pet.
Rating: 5,"Posted on July  6, 2022 by Marc Anthony",This is one of the great place to stay in. Good sized condo compared to newer ones. Lots of cheap and good food in Elias mall and well-connected to expressways.
Rating: 5,"Posted on July  6, 2022 by  ","A very centrally located development with plenty of amenities nearby.  It’s only 5 mins walk to Somerset MRT and  the soon to be open Great World MRT station, transport mode..."
Rating: 0.5,"Posted on July  5, 2022 by Kim","The common area and lift are in bad condition. Lift breakdown frequently. Common toilet rusty mirror, hanger and toilet flushing problem. Ants in common area and cockroaches..."
Rating: 3.5,"Posted on July  3, 2022 by Jayan Balachandran",It is a FH condo with good facilities and great access to transport
Rating: 0.2,"Posted on July  3, 2022 by Tenant In",My mover told me that it’s the only condo in Singapore with these rules: movers are allowed only from a side gate. They have to go 300 meters all the way from one end of the...
Rating: 5,"Posted on July  2, 2022 by Lois Love","1) Convenience: Which condo in Bedok Reservoir can boast it is just next to Bedok Reservoir MRT station?
2) Good Space Usage: 3 bedrooms come with 3 toilets, laundry yard,..."
Rating: 0,"Posted on July  1, 2022 by Ku Daniel",Very convenient and good location near orchard road. Walk 10min to somerset mrt where all te shopping
Rating: 5,"Posted on July  1, 2022 by Alan Ang","A place for families with children. Lots of open space, friendly neighbours. Peaceful yet close to many amenities."
Rating: 5,"Posted on July  1, 2022 by Tom Tom",Well-maintained condo. it is a peaceful and quiet condo. It is very convenient and is located just beside Elias mall. There is a shuttle bus as well.
Rating: 4.8,"Posted on June 30, 2022 by Lm Marie","Very good proximity to downtown line MRT and busstop. Very serene and resort like. Interiors depend on whether revamped by owners (newer renovated ones are beautiful, the older..."
Rating: 3.2,"Posted on June 29, 2022 by  ","Great pool but condo is getting old. Spent a month with 7 plumbers trying to fix noise in my bathroom. Then turns out was main pipe, which took another month to fix due to lack..."
Rating: 1.3,"Posted on June 29, 2022 by Jen G","Live here for sometime but moved out. This place has good facilities, efficient and squarish layout. The units are usually bright and it is near to Maris Stella. But, the..."
Rating: 4.7,"Posted on June 29, 2022 by  ","The Charleston is a smaller development but delivers on unbeatable location (Gwc, Many nearby restaurants) and good amenities (gym and pool). It’s great for families and..."
Rating: 4.3,"Posted on June 28, 2022 by Kelvin Lee","The best condo on the JLB stretch. Its well maintained, clean and organized with basement parking. I saw a lot of places on this stretch and this was this standout development...."
Rating: 3.7,"Posted on June 27, 2022 by Girika Mahajan",Conveniently close to MRT and the massive Chinese gardens. Plenty shopping and amenities available 2 stops away at Jurong. Sizeable units.
Rating: 4.7,"Posted on June 27, 2022 by Jiahui Tan","I love the convenience of this condo. From the side gate it is 3min's walk to the MRT station. Good for people living and working in the city, Paya Lebar and Changi Business..."
Rating: 5,"Posted on June 27, 2022 by Vera Tham","Spacious with good facilities, 2 tennis court, basement carpark, squash court and jacuzzi pool. Beautiful landscape with good management. Short walk to mrt from the side gate...."
Rating: 5,"Posted on June 26, 2022 by Diana C","It is just amazing that the beautiful beach with a huge park are right across of this development, conveniently accessible from the back gate with a 2mins walk! The condo is..."
Rating: 4.8,"Posted on June 26, 2022 by Swift William","I moved in 9 months ago. It is next to MRT, really convenient to get around. Groceries, restaurants and entertainment are easy as East Point, Bedok and Changi Business Park are..."
Rating: 0,"Posted on June 25, 2022 by Emily Km",This condo got  no soundproofing and no children playground. As result you can hear children screaming at swimming pool. Carpark layout is worse than HDB cark park and dont park...
Rating: 5,"Posted on June 25, 2022 by Indra Namasivayam","We were very impressed with the layout, beautiful landscape, interior and the MRT at the door step which can hardly comes by nowadays with the new launched which made us to..."
Rating: 4.3,"Posted on June 24, 2022 by Terence Milner","Wonderful Condominium with a low PSF, lovely neighbourhood and good facilities considering low management costs. Considering its excellent location in D10, the property provides..."
Rating: 5,"Posted on June 24, 2022 by Peter Ny","A nice condo near MRT, just few minutes to CBD by MRT and buses. With mostly local and Japense expats resident."
Rating: 4.7,"Posted on June 23, 2022 by HW o","I like the condo, it is very kool"
