,Name,Rating,Date,Content,score,sentiment
408,The Floravale,1.5,"Posted on July 28, 2022 by JJJ RRR","I have stayed here blk 236, #14-xx for quite some while and just moved out. Owner rented the whole unit to a company and then they sub rent individual (4+1 store rm) rooms to...",0.0,Neutral
409,J Gateway,2.0,"Posted on July 28, 2022 by  ","-There is a huge construction site just few meters away across the road, and the construction will continue for years. Not to mention the noise caused by the MRT and the...",0.3182,Positive
410,Fernhill Residences,3.0,"Posted on July 28, 2022 by DUO Residences New Tenant","This is a landed property converted into a condo development with the owners living on the ground floor.  Pros - high quality furnishings, nice built in closets, space...",0.4215,Positive
411,Seletar Park Residence,3.7,"Posted on July 26, 2022 by Meraldo Antonio","Great, resort style condo good for families and those working near Seletar area. Greenwich Mall is just in the corner, with gym, food, etc. Free shuttle bus to Yio Chiu Kang MRT...",0.8834,Positive
412,The Beacon,4.7,"Posted on July 26, 2022 by Al Sim",Great investment potential. Very well connected with current and will be further enhanced with 2 more new mrt lines linking all directions.,0.7574,Positive
413,The LINQ @ Beauty World,4.0,"Posted on July 25, 2022 by  ",It is convenient by public transport and also driving. Newest condo at beauty world area.,0.5859,Positive
414,8 Eden Grove,4.5,"Posted on July 25, 2022 by Ben Lim","About 12-15mins walk to Serangoon MRT(Exit A) and NEX shopping mall.
Less than 5mins walk to nearby coffeeshop.
Nearby direct bus 133 to Suntec(40mins peak hour)
Many direct...",0.0,Neutral
415,Parc Olympia,0.0,"Posted on July 24, 2022 by Annie Peh",Greenery.  Quite . Nice place to stay.,0.4728,Positive
416,Botanique at Bartley,3.0,"Posted on July 24, 2022 by Yonghao Wee",Prestige living and great layouts.,0.6249,Positive
417,Parc Rosewood,0.0,"Posted on July 23, 2022 by dan chng",lousy location. my god 1km to mrt ? go to condo u tot u rch domitory. laudry all over the places . shoe box size condo unit u realise mayb prison cell is bigger . coridors are...,-0.6908,Negative
418,Vacanza @ East,1.3,"Posted on July 22, 2022 by suhan singh","Lot of shortcomings. Very poor management, never listens to you. Repairs are never done on time. Units facing PIE have 10 hours of direct sun, so become very hot during the day....",-0.5256,Negative
419,Reflections at Keppel Bay,1.3,"Posted on July 22, 2022 by Sharon lim","Stay in the villa block as owner for 6 years.  Not a ideal place for family.  Not much facilities, swimming pool, tennis court, bbq, function room.  Swimming closed many times...",-0.6884,Negative
420,Simsville,5.0,"Posted on July 22, 2022 by Manan Awasthi",Units are nice and big and location is amazing especially for price it sells at,0.765,Positive
421,Vacanza @ East,1.0,"Posted on July 22, 2022 by Huey Tan",It's a very secluded condo. Has connectivity issues because only 1 MRT that too after 10 minute walk. PIE facing units are direct sun facing and noisy so should be avoided....,-0.5209,Negative
422,Oxley Mansion,3.2,"Posted on July 22, 2022 by Jiss Box",Stay here for the location not the amenities. Orchard Road is the best amenity.,0.6369,Positive
423,The Vue,4.8,"Posted on July 21, 2022 by  ",Just a little far from MRT,0.0,Neutral
424,Simsville,3.3,"Posted on July 20, 2022 by SAFSAF SAFSAF","I've been living here for over 10 years now and I must say it's a great place to stay. Extremely convenient (next to Paya Lebar interchange) and well connected.

Paya Lebar...",0.7351,Positive
425,Simsville,0.0,"Posted on July 20, 2022 by SAFSAF SAFSAF",I've been living here for over 10 years now and I must say it's a great place to stay. Extremely convenient (next to Paya Lebar interchange) and well connected.  You can go to...,0.7351,Positive
426,Aspen Heights,4.3,"Posted on July 20, 2022 by K Tong","These is one of rare condominiums that are not so densely packed. Its on a high ground. While it is not new, many of the facilities are renovated.",0.0,Neutral
427,Newton One,5.0,"Posted on July 20, 2022 by Raahul Kumar",Newton One was constructed by Lippo group as their first ultra-premium Singapore development. The property is a rare high-rise Freehold just across from the MRT. It's also one...,0.1779,Positive
428,Dalla Vale,0.5,"Posted on July 20, 2022 by Melanie Lee",I am currently a tenant and the management committee and management company are anti-children. There are also neighbors here who will video your children in the pool and make...,0.0,Neutral
429,City Square Residences,0.0,"Posted on July 19, 2022 by Kenneth Wong",Visitors not allowed to stay past 12am. Guests parked not allowed to leave condo by foot to even grab a meal.,0.0382,Neutral
430,Emerald Garden,2.7,"Posted on July 18, 2022 by IqahFred Olsen",Lived here for 2 years. Love the space. Love the location. Supermarket & one of the best wet market. But omg... i can hear everything that my neighbour upstairs is doing. I can...,0.7783,Positive
431,Park Colonial,4.2,"Posted on July 17, 2022 by Valerie Tay",I bought a unit at Park Colonial from the developer and have to say I am very satisfied with the facilities. There is an abundant of lush greenery and the landscaping is...,0.4754,Positive
432,Eight Courtyards,4.3,"Posted on July 17, 2022 by  ","Plenty parking lots, very accessible to Canberra & Yishun MRT stations, yet shuttle services available.",0.0,Neutral
433,Parc Clematis,5.0,"Posted on July 15, 2022 by  ",This is indeed a differentiated property launch with such diverse facility. Great location and upside potential. Ideal for families with young children.,0.8176,Positive
434,Suites 28,4.3,"Posted on July 14, 2022 by  ",Cosy apartment with resort vibes. It has a decent sized pool and is well maintained. Located in a charming neighbourhood which is filled with heritage.,0.7096,Positive
435,Suites 28,4.3,"Posted on July 14, 2022 by Charles Low",Been living here since 2017. The apartment is cosy and is located in a charming neighbourhood which is rich in heritage. It has the vibes of a holiday resort and has a decent...,0.8779,Positive
436,Pavilion 11,0.0,"Posted on July 13, 2022 by Jim Xiao",Excellent place for living!,0.6114,Positive
437,Monarchy Apartments,4.2,"Posted on July 12, 2022 by Monique Fong","This apartment complex is small with only a pool and soon a small gym. But it is lovey and quiet, with the apartments being much larger than the newer condos. Great central...",0.7684,Positive
438,Canne Lodge,4.3,"Posted on July 12, 2022 by Amy Lee",Great location (5min walk to Kallang MRT and less than 8min drive to city centre). Amenities are quaint (small pool and gym) but well maintained. Units have very good layout -...,0.8587,Positive
439,Flamingo Valley,3.7,"Posted on July 11, 2022 by Runtulalo Runtulalo",Very nice place to live,0.4754,Positive
440,Studios@Tembeling,5.0,"Posted on July 11, 2022 by Teck Jung Wong","Quiet and peaceful neighbourhood, yet close to bars, restaurants, and amenities. Easy access to public transport to city. Walking distance to East Coast Park.",0.7269,Positive
441,Casero @ Dunman,1.3,"Posted on July 11, 2022 by - -","The development is poorly managed and common areas from floors, pool toilet, stairs etc. are filthy. The lift regularly breaks down so be prepared to use the stairs often....",0.2911,Positive
442,Kensington Park,3.5,"Posted on July  9, 2022 by Pierre Chassaing","It's an older condo from the late 80s, so it comes with the pros and cons: it doesn't look as posh as new buildings, but the units are huge and the common areas are expansive...",0.4497,Positive
443,One Tree Hill Mansions,1.7,"Posted on July  8, 2022 by Dipesh Narsai",Really nothing to say. Just a building. Two units per floor. Lifts are sometimes scary to use. Spacious units. However the building has no facilities except for the lifts. Wish...,-0.4019,Negative
444,Millage,0.7,"Posted on July  7, 2022 by Haiffa Abdul Karim","Living here is only good because of the mrt, food centres and supermarkets, they are nearby. The apartment is not worth the paying the rental. I lived on the 4th floor. Problems...",-0.1195,Negative
445,The Calrose,4.5,"Posted on July  7, 2022 by Tan Alex",Good transport links and  many nearby amenities,0.4404,Positive
446,Skies Miltonia,5.0,"Posted on July  7, 2022 by Ice Water",It has a big swimming pool and comes with full condo facilities. Rare gem in yishun.,0.0,Neutral
447,Escada View,2.7,"Posted on July  6, 2022 by Ittirat V",Good place to stay with your family and your pet.,0.4404,Positive
448,Oasis @ Elias,5.0,"Posted on July  6, 2022 by Marc Anthony",This is one of the great place to stay in. Good sized condo compared to newer ones. Lots of cheap and good food in Elias mall and well-connected to expressways.,0.872,Positive
449,Skyline 360,5.0,"Posted on July  6, 2022 by  ","A very centrally located development with plenty of amenities nearby.  It’s only 5 mins walk to Somerset MRT and  the soon to be open Great World MRT station, transport mode...",0.6249,Positive
450,YewTee Residences,0.5,"Posted on July  5, 2022 by Kim","The common area and lift are in bad condition. Lift breakdown frequently. Common toilet rusty mirror, hanger and toilet flushing problem. Ants in common area and cockroaches...",-0.7351,Negative
451,The Cascadia,3.5,"Posted on July  3, 2022 by Jayan Balachandran",It is a FH condo with good facilities and great access to transport,0.7906,Positive
452,Urban Vista,0.2,"Posted on July  3, 2022 by Tenant In",My mover told me that it’s the only condo in Singapore with these rules: movers are allowed only from a side gate. They have to go 300 meters all the way from one end of the...,0.0,Neutral
453,Baywater,5.0,"Posted on July  2, 2022 by Lois Love","1) Convenience: Which condo in Bedok Reservoir can boast it is just next to Bedok Reservoir MRT station?
2) Good Space Usage: 3 bedrooms come with 3 toilets, laundry yard,...",0.4404,Positive
454,Cavenagh Gardens,0.0,"Posted on July  1, 2022 by Ku Daniel",Very convenient and good location near orchard road. Walk 10min to somerset mrt where all te shopping,0.4877,Positive
455,Euphony Gardens,5.0,"Posted on July  1, 2022 by Alan Ang","A place for families with children. Lots of open space, friendly neighbours. Peaceful yet close to many amenities.",0.7506,Positive
456,Oasis @ Elias,5.0,"Posted on July  1, 2022 by Tom Tom",Well-maintained condo. it is a peaceful and quiet condo. It is very convenient and is located just beside Elias mall. There is a shuttle bus as well.,0.6486,Positive
457,Hillington Green,4.8,"Posted on June 30, 2022 by Lm Marie","Very good proximity to downtown line MRT and busstop. Very serene and resort like. Interiors depend on whether revamped by owners (newer renovated ones are beautiful, the older...",0.9167,Positive
