Name,Rating,Date,Content
Fernhill Residences,Rating: 3,"Posted on July 28, 2022 by DUO Residences New Tenant","This is a landed property converted into a condo development with the owners living on the ground floor.  Pros - high quality furnishings, nice built in closets, space..."
Seletar Park Residence,Rating: 3.7,"Posted on July 26, 2022 by Meraldo Antonio","Great, resort style condo good for families and those working near Seletar area. Greenwich Mall is just in the corner, with gym, food, etc. Free shuttle bus to Yio Chiu Kang MRT..."
The Beacon,Rating: 4.7,"Posted on July 26, 2022 by Al Sim",Great investment potential. Very well connected with current and will be further enhanced with 2 more new mrt lines linking all directions.
The LINQ @ Beauty World,Rating: 4,"Posted on July 25, 2022 by  ",It is convenient by public transport and also driving. Newest condo at beauty world area.
8 Eden Grove,Rating: 4.5,"Posted on July 25, 2022 by Ben Lim","About 12-15mins walk to Serangoon MRT(Exit A) and NEX shopping mall.
Less than 5mins walk to nearby coffeeshop.
Nearby direct bus 133 to Suntec(40mins peak hour)
Many direct..."
Parc Olympia,Rating: 0,"Posted on July 24, 2022 by Annie Peh",Greenery.  Quite . Nice place to stay.
Botanique at Bartley,Rating: 3,"Posted on July 24, 2022 by Yonghao Wee",Prestige living and great layouts.
Parc Rosewood,Rating: 0,"Posted on July 23, 2022 by dan chng",lousy location. my god 1km to mrt ? go to condo u tot u rch domitory. laudry all over the places . shoe box size condo unit u realise mayb prison cell is bigger . coridors are...
Vacanza @ East,Rating: 1.3,"Posted on July 22, 2022 by suhan singh","Lot of shortcomings. Very poor management, never listens to you. Repairs are never done on time. Units facing PIE have 10 hours of direct sun, so become very hot during the day...."
Reflections at Keppel Bay,Rating: 1.3,"Posted on July 22, 2022 by Sharon lim","Stay in the villa block as owner for 6 years.  Not a ideal place for family.  Not much facilities, swimming pool, tennis court, bbq, function room.  Swimming closed many times..."
Simsville,Rating: 5,"Posted on July 22, 2022 by Manan Awasthi",Units are nice and big and location is amazing especially for price it sells at
Vacanza @ East,Rating: 1,"Posted on July 22, 2022 by Huey Tan",It's a very secluded condo. Has connectivity issues because only 1 MRT that too after 10 minute walk. PIE facing units are direct sun facing and noisy so should be avoided....
Oxley Mansion,Rating: 3.2,"Posted on July 22, 2022 by Jiss Box",Stay here for the location not the amenities. Orchard Road is the best amenity.
The Vue,Rating: 4.8,"Posted on July 21, 2022 by  ",Just a little far from MRT
Simsville,Rating: 3.3,"Posted on July 20, 2022 by SAFSAF SAFSAF","I've been living here for over 10 years now and I must say it's a great place to stay. Extremely convenient (next to Paya Lebar interchange) and well connected.

Paya Lebar..."
Simsville,Rating: 0,"Posted on July 20, 2022 by SAFSAF SAFSAF",I've been living here for over 10 years now and I must say it's a great place to stay. Extremely convenient (next to Paya Lebar interchange) and well connected.  You can go to...
Aspen Heights,Rating: 4.3,"Posted on July 20, 2022 by K Tong","These is one of rare condominiums that are not so densely packed. Its on a high ground. While it is not new, many of the facilities are renovated."
Newton One,Rating: 5,"Posted on July 20, 2022 by Raahul Kumar",Newton One was constructed by Lippo group as their first ultra-premium Singapore development. The property is a rare high-rise Freehold just across from the MRT. It's also one...
Dalla Vale,Rating: 0.5,"Posted on July 20, 2022 by Melanie Lee",I am currently a tenant and the management committee and management company are anti-children. There are also neighbors here who will video your children in the pool and make...
City Square Residences,Rating: 0,"Posted on July 19, 2022 by Kenneth Wong",Visitors not allowed to stay past 12am. Guests parked not allowed to leave condo by foot to even grab a meal.
Emerald Garden,Rating: 2.7,"Posted on July 18, 2022 by IqahFred Olsen",Lived here for 2 years. Love the space. Love the location. Supermarket & one of the best wet market. But omg... i can hear everything that my neighbour upstairs is doing. I can...
Park Colonial,Rating: 4.2,"Posted on July 17, 2022 by Valerie Tay",I bought a unit at Park Colonial from the developer and have to say I am very satisfied with the facilities. There is an abundant of lush greenery and the landscaping is...
Eight Courtyards,Rating: 4.3,"Posted on July 17, 2022 by  ","Plenty parking lots, very accessible to Canberra & Yishun MRT stations, yet shuttle services available."
Parc Clematis,Rating: 5,"Posted on July 15, 2022 by  ",This is indeed a differentiated property launch with such diverse facility. Great location and upside potential. Ideal for families with young children.
Suites 28,Rating: 4.3,"Posted on July 14, 2022 by  ",Cosy apartment with resort vibes. It has a decent sized pool and is well maintained. Located in a charming neighbourhood which is filled with heritage.
Suites 28,Rating: 4.3,"Posted on July 14, 2022 by Charles Low",Been living here since 2017. The apartment is cosy and is located in a charming neighbourhood which is rich in heritage. It has the vibes of a holiday resort and has a decent...
Pavilion 11,Rating: 0,"Posted on July 13, 2022 by Jim Xiao",Excellent place for living!
Monarchy Apartments,Rating: 4.2,"Posted on July 12, 2022 by Monique Fong","This apartment complex is small with only a pool and soon a small gym. But it is lovey and quiet, with the apartments being much larger than the newer condos. Great central..."
Canne Lodge,Rating: 4.3,"Posted on July 12, 2022 by Amy Lee",Great location (5min walk to Kallang MRT and less than 8min drive to city centre). Amenities are quaint (small pool and gym) but well maintained. Units have very good layout -...
Flamingo Valley,Rating: 3.7,"Posted on July 11, 2022 by Runtulalo Runtulalo",Very nice place to live
Studios@Tembeling,Rating: 5,"Posted on July 11, 2022 by Teck Jung Wong","Quiet and peaceful neighbourhood, yet close to bars, restaurants, and amenities. Easy access to public transport to city. Walking distance to East Coast Park."
Casero @ Dunman,Rating: 1.3,"Posted on July 11, 2022 by - -","The development is poorly managed and common areas from floors, pool toilet, stairs etc. are filthy. The lift regularly breaks down so be prepared to use the stairs often...."
Kensington Park,Rating: 3.5,"Posted on July  9, 2022 by Pierre Chassaing","It's an older condo from the late 80s, so it comes with the pros and cons: it doesn't look as posh as new buildings, but the units are huge and the common areas are expansive..."
One Tree Hill Mansions,Rating: 1.7,"Posted on July  8, 2022 by Dipesh Narsai",Really nothing to say. Just a building. Two units per floor. Lifts are sometimes scary to use. Spacious units. However the building has no facilities except for the lifts. Wish...
Millage,Rating: 0.7,"Posted on July  7, 2022 by Haiffa Abdul Karim","Living here is only good because of the mrt, food centres and supermarkets, they are nearby. The apartment is not worth the paying the rental. I lived on the 4th floor. Problems..."
The Calrose,Rating: 4.5,"Posted on July  7, 2022 by Tan Alex",Good transport links and  many nearby amenities
Skies Miltonia,Rating: 5,"Posted on July  7, 2022 by Ice Water",It has a big swimming pool and comes with full condo facilities. Rare gem in yishun.
Escada View,Rating: 2.7,"Posted on July  6, 2022 by Ittirat V",Good place to stay with your family and your pet.
Oasis @ Elias,Rating: 5,"Posted on July  6, 2022 by Marc Anthony",This is one of the great place to stay in. Good sized condo compared to newer ones. Lots of cheap and good food in Elias mall and well-connected to expressways.
Skyline 360,Rating: 5,"Posted on July  6, 2022 by  ","A very centrally located development with plenty of amenities nearby.  It’s only 5 mins walk to Somerset MRT and  the soon to be open Great World MRT station, transport mode..."
YewTee Residences,Rating: 0.5,"Posted on July  5, 2022 by Kim","The common area and lift are in bad condition. Lift breakdown frequently. Common toilet rusty mirror, hanger and toilet flushing problem. Ants in common area and cockroaches..."
The Cascadia,Rating: 3.5,"Posted on July  3, 2022 by Jayan Balachandran",It is a FH condo with good facilities and great access to transport
Urban Vista,Rating: 0.2,"Posted on July  3, 2022 by Tenant In",My mover told me that it’s the only condo in Singapore with these rules: movers are allowed only from a side gate. They have to go 300 meters all the way from one end of the...
Baywater,Rating: 5,"Posted on July  2, 2022 by Lois Love","1) Convenience: Which condo in Bedok Reservoir can boast it is just next to Bedok Reservoir MRT station?
2) Good Space Usage: 3 bedrooms come with 3 toilets, laundry yard,..."
Cavenagh Gardens,Rating: 0,"Posted on July  1, 2022 by Ku Daniel",Very convenient and good location near orchard road. Walk 10min to somerset mrt where all te shopping
Euphony Gardens,Rating: 5,"Posted on July  1, 2022 by Alan Ang","A place for families with children. Lots of open space, friendly neighbours. Peaceful yet close to many amenities."
Oasis @ Elias,Rating: 5,"Posted on July  1, 2022 by Tom Tom",Well-maintained condo. it is a peaceful and quiet condo. It is very convenient and is located just beside Elias mall. There is a shuttle bus as well.
Hillington Green,Rating: 4.8,"Posted on June 30, 2022 by Lm Marie","Very good proximity to downtown line MRT and busstop. Very serene and resort like. Interiors depend on whether revamped by owners (newer renovated ones are beautiful, the older..."
Icon,Rating: 3.2,"Posted on June 29, 2022 by  ","Great pool but condo is getting old. Spent a month with 7 plumbers trying to fix noise in my bathroom. Then turns out was main pipe, which took another month to fix due to lack..."
Bartley Ridge,Rating: 1.3,"Posted on June 29, 2022 by Jen G","Live here for sometime but moved out. This place has good facilities, efficient and squarish layout. The units are usually bright and it is near to Maris Stella. But, the..."
